Period,Data_value,Magnitude
2023.06,1147.36,6
2023.09,1151.531,6
2023.12,1130.828,6
2016.06,763.095,6
2016.09,760.118,6
2016.12,874.383,6
2017.03,845.049,6
2017.06,823.961,6
2017.09,904.947,6
2017.12,1131.075,6
2018.03,986.879,6
2018.06,986.024,6
2018.09,980.53,6
2018.12,1099.343,6
2019.03,1063.559,6
2019.06,1036.563,6
2019.09,1023.559,6
2019.12,1180.536,6
2020.03,987.553,6
2020.06,906.278,6
2020.09,1106.622,6
2020.12,1315.407,6
2021.03,1224.482,6
2021.06,1279.985,6
2021.09,1255.243,6
2021.12,1451.346,6
2022.03,1352.903,6
2022.06,1334.667,6
2022.09,1258.364,6
2022.12,1451.054,6
2023.03,1407.607,6
2023.06,1286.701,6
2023.09,1294.366,6
2023.12,1464.788,6
2016.06,1489.706,6
2016.09,1439.205,6
2016.12,1585.414,6
2017.03,1548.863,6
2017.06,1640.806,6
2017.09,1733.554,6
2017.12,1960.262,6
2018.03,1941.681,6
2018.06,2044.991,6
2018.09,2067.62,6
2018.12,2217.652,6
2019.03,2071.243,6
2019.06,2176.523,6
2019.09,2100.497,6
2019.12,2217.357,6
2020.03,1808.904,6
2020.06,1778.72,6
2020.09,2219.749,6
2020.12,2442.109,6
2021.03,2262.845,6
2021.06,2613.321,6
2021.09,2596.954,6
2021.12,2689.723,6
2022.03,2363.111,6
2022.06,2660.505,6
2022.09,2626.297,6
2022.12,2697.586,6
2023.03,2359.767,6
2023.06,2434.061,6
2023.09,2445.897,6
2023.12,2595.616,6
2016.06,630.108,6
2016.09,652.731,6
2016.12,657.66,6
2017.03,627.075,6
2017.06,688.486,6
2017.09,701.891,6
2017.12,711.771,6
2018.03,727.368,6
2018.06,660.285,6
2018.09,759.113,6
2018.12,735.914,6
2019.03,634.877,6
2019.06,722.601,6
2019.09,673.464,6
2019.12,710.992,6
2020.03,621.335,6
2020.06,577.13,6
2020.09,528.234,6
2020.12,593.05,6
2021.03,571.944,6
2021.06,614.578,6
2021.09,583.595,6
2021.12,758.677,6
2022.03,720.91,6
2022.06,793.626,6
2022.09,777.346,6
2022.12,704.82,6
2023.03,789.992,6
2023.06,728.877,6
2023.09,709.975,6
2023.12,725.482,6
2016.06,630.108,6
2016.09,652.731,6
2016.12,657.66,6
2017.03,627.075,6
2017.06,688.486,6
2017.09,701.891,6
2017.12,711.771,6
2018.03,727.368,6
2018.06,660.285,6
2018.09,759.113,6
2018.12,735.914,6
2019.03,634.877,6
2019.06,722.601,6
2019.09,673.464,6
2019.12,710.992,6
2020.03,621.335,6
2020.06,577.13,6
2020.09,528.234,6
2020.12,593.05,6
2021.03,571.944,6
2021.06,614.578,6
2021.09,583.595,6
2021.12,758.677,6
2022.03,720.91,6
2022.06,793.626,6
2022.09,777.346,6
2022.12,704.82,6
2023.03,789.992,6
2023.06,728.877,6
2023.09,709.975,6
2023.12,725.482,6
2016.06,8583.387,6
2016.09,6762.819,6
2016.12,9745.161,6
2017.03,9639.343,6
2017.06,9644.515,6
2017.09,8178.247,6
2017.12,10654.044,6
2018.03,10387.143,6
2018.06,10598.968,6
2018.09,8527.784,6
2018.12,11181.95,6
2019.03,11094.75,6
2019.06,10719.262,6
2019.09,8953.428,6
2019.12,12481.606,6
2020.03,11323.975,6
2020.06,10678.221,6
2020.09,9124.548,6
2020.12,11748.075,6
2021.03,11723.585,6
2021.06,11804.28,6
2021.09,9987.038,6
2021.12,13526.428,6
2022.03,12670.56,6
2022.06,13041.787,6
2022.09,11961.097,6
2022.12,14684.663,6
2023.03,12989.065,6
2023.06,13378.145,6
2023.09,10923.944,6
2023.12,13340.492,6
2016.06,381.108,6
2016.09,365.938,6
2016.12,336.06,6
2017.03,379.005,6
2017.06,363.829,6
2017.09,362.323,6
2017.12,372.797,6
2018.03,377.845,6
2018.06,396.162,6
2018.09,388.968,6
2018.12,368.726,6
2019.03,380.822,6
2019.06,341.389,6
2019.09,362.39,6
2019.12,346.191,6
2020.03,308.116,6
2020.06,222.776,6
2020.09,330.791,6
2020.12,315.824,6
2021.03,317.27,6
2021.06,316.151,6
2021.09,340.224,6
2021.12,358.338,6
2022.03,349.506,6
2022.06,367.866,6
2022.09,388.96,6
2022.12,366.553,6
2023.03,353.324,6
2023.06,343.832,6
2023.09,356.081,6
2023.12,348.803,6
2016.06,1749.535,6
2016.09,1726.374,6
2016.12,1611.543,6
2017.03,1584.134,6
2017.06,1713.337,6
2017.09,1775.458,6
2017.12,1705.49,6
2018.03,1677.047,6
2018.06,1855.671,6
2018.09,1807.769,6
2018.12,1810.018,6
2019.03,1728.61,6
2019.06,1896.154,6
2019.09,1872.256,6
2019.12,1790.392,6
2020.03,1679.871,6
2020.06,1439.805,6
2020.09,1810.385,6
2020.12,1836.026,6
2021.03,1729.517,6
2021.06,1968.484,6
2021.09,1963.882,6
2021.12,2041.197,6
2022.03,1979.042,6
2022.06,2293.515,6
2022.09,2249.776,6
2022.12,2032.951,6
2023.03,1819.163,6
2023.06,1937.481,6
2023.09,1948.544,6
2023.12,1879.869,6
2016.06,254.092,6
2016.09,246.931,6
2016.12,258.927,6
2017.03,218.668,6
2017.06,225.92,6
2017.09,235.919,6
2017.12,244.598,6
2018.03,239.293,6
2018.06,237.354,6
2018.09,243.025,6
2018.12,260.767,6
2019.03,239.873,6
2019.06,223.451,6
2019.09,231.062,6
2019.12,227.556,6
2020.03,204.501,6
2020.06,166.241,6
2020.09,196.593,6
2020.12,224.441,6
2021.03,201.303,6
2021.06,219.538,6
2021.09,218.449,6
2021.12,221.861,6
2022.03,203.313,6
2022.06,224.868,6
2022.09,254.837,6
2022.12,265.676,6
2023.03,218.35,6
2023.06,223.329,6
2023.09,249.318,6
2023.12,222.297,6
2016.06,2792.002,6
2016.09,2949.43,6
2016.12,3330.022,6
2017.03,3288.163,6
2017.06,2997.221,6
2017.09,3301.549,6
2017.12,3812.037,6
2018.03,3545.566,6
2018.06,3714.747,6
2018.09,3996.547,6
2018.12,3868.715,6
2019.03,3728.996,6
2019.06,3438.477,6
2019.09,3529.338,6
2019.12,4018.56,6
2020.03,3485.124,6
2020.06,2437.33,6
2020.09,2904.994,6
2020.12,3335.108,6
2021.03,3141.74,6
2021.06,3250.469,6
2021.09,3591.166,6
2021.12,4148.666,6
2022.03,4191.441,6
2022.06,2243.375,6
2022.09,2118.85,6
2022.12,2700.744,6
2023.03,2117.881,6
2023.06,2050.324,6
2023.09,1880.649,6
2023.12,2222.968,6
2016.06,597.712,6
2016.09,615.247,6
2016.12,620.816,6
2017.03,557.75,6
2017.06,603.397,6
2017.09,625.553,6
2017.12,637.522,6
2018.03,537.556,6
2018.06,622.274,6
2018.09,677.11,6
2018.12,609.255,6
2019.03,606.303,6
2019.06,648.694,6
2019.09,654.481,6
2019.12,658.609,6
2020.03,600.789,6
2020.06,501.389,6
2020.09,694.439,6
2020.12,666.578,6
2021.03,641.188,6
2021.06,707.606,6
2021.09,661.238,6
2021.12,796.159,6
2022.03,731.843,6
2022.06,790.873,6
2022.09,864.831,6
2022.12,777.028,6
2023.03,732.102,6
2023.06,769.584,6
2023.09,791.755,6
2023.12,752.539,6
2016.06,1702.128,6
2016.09,1784.602,6
2016.12,1766.335,6
2017.03,1768.032,6
2017.06,1936.265,6
2017.09,2038.021,6
2017.12,1987.54,6
2018.03,1816.268,6
2018.06,2080.705,6
2018.09,2145.688,6
2018.12,2085.692,6
2019.03,1958.298,6
2019.06,2048.732,6
2019.09,2216.678,6
2019.12,2150.435,6
2020.03,1897.007,6
2020.06,1647.704,6
2020.09,2117.053,6
2020.12,2120.102,6
2021.03,2044.379,6
2021.06,2412.654,6
2021.09,2306.766,6
2021.12,2881.908,6
2022.03,2713.278,6
2022.06,2795.213,6
2022.09,2944.636,6
2022.12,2611.203,6
2023.03,2550.926,6
2023.06,2532.405,6
2023.09,2665.933,6
2023.12,2539.447,6
2016.06,1787.061,6
2016.09,1839.21,6
2016.12,1849.275,6
2017.03,1677.352,6
2017.06,1948.902,6
2017.09,1913.476,6
2017.12,1852.28,6
2018.03,1921.177,6
2018.06,2091.218,6
2018.09,2092.797,6
2018.12,2062.36,6
2019.03,1912.82,6
2019.06,1999.069,6
2019.09,2323.305,6
2019.12,2210.718,6
2020.03,1877.293,6
2020.06,1663.858,6
2020.09,2064.17,6
2020.12,1972.962,6
2021.03,1964.984,6
2021.06,2221.949,6
2021.09,2255.924,6
2021.12,2459.626,6
2022.03,2285.257,6
2022.06,2567.827,6
2022.09,2736.963,6
2022.12,2681.648,6
2023.03,2598.221,6
2023.06,2680.699,6
2023.09,2725.388,6
2023.12,2553.299,6
2016.06,321.875,6
2016.09,330.216,6
2016.12,345.896,6
2017.03,314.921,6
2017.06,310.766,6
2017.09,316.348,6
2017.12,342.618,6
2018.03,295.911,6
2018.06,307.811,6
2018.09,325.249,6
2018.12,370.314,6
2019.03,309.984,6
2019.06,313.949,6
2019.09,374.852,6
2019.12,366.746,6
2020.03,335.003,6
2020.06,291.409,6
2020.09,411.148,6
2020.12,399.877,6
2021.03,357.997,6
2021.06,377.323,6
2021.09,430.886,6
2021.12,437.344,6
2022.03,425.89,6
2022.06,464.214,6
2022.09,488.221,6
2022.12,515.083,6
2023.03,470.95,6
2023.06,462.617,6
2023.09,494.74,6
2023.12,450.114,6
2016.06,18168.9,6
2016.09,16620.767,6
2016.12,19864.035,6
2017.03,19427.368,6
2017.06,19744.152,6
2017.09,18746.894,6
2017.12,21608.926,6
2018.03,20797.806,6
2018.06,21904.91,6
2018.09,20204.937,6
2018.12,22617.797,6
2019.03,21960.456,6
2019.06,21629.177,6
2019.09,20517.79,6
2019.12,24250.813,6
2020.03,21711.679,6
2020.06,19048.732,6
2020.09,19654.121,6
2020.12,22618.991,6
2021.03,22121.964,6
2021.06,23278.452,6
2021.09,21755.573,6
2021.12,26871.527,6
2022.03,25550.131,6
2022.06,24789.54,6
2022.09,24008.17,6
2022.12,26635.548,6
2023.03,23849.981,6
2023.06,24378.415,6
2023.09,22036.351,6
2023.12,24309.827,6
2016.06,2711.405,6
2016.09,2732.58,6
2016.12,2442.683,6
2017.03,2469.755,6
2017.06,3015.831,6
2017.09,3369.306,6
2017.12,3083.561,6
2018.03,2925.038,6
2018.06,3014.68,6
2018.09,3197.053,6
2018.12,3835.478,6
2019.03,3505.597,6
2019.06,3359.512,6
2019.09,3635.558,6
2019.12,3139.026,6
2020.03,2963.378,6
2020.06,3273.143,6
2020.09,3756.528,6
2020.12,3287.998,6
2021.03,3979.464,6
2021.06,5148.809,6
2021.09,4046.695,6
2021.12,3090.461,6
2022.03,3876.671,6
2022.06,4563.766,6
2022.09,3488.021,6
2022.12,3207.461,6
2023.03,3854.058,6
2023.06,3619.716,6
2023.09,4304.837,6
2023.12,4207.164,6
2016.06,2711.405,6
2016.09,2732.58,6
2016.12,2442.683,6
2017.03,2469.755,6
2017.06,3015.831,6
2017.09,3369.306,6
2017.12,3083.561,6
2018.03,2925.038,6
2018.06,3014.68,6
2018.09,3197.053,6
2018.12,3835.478,6
2019.03,3505.597,6
2019.06,3359.512,6
2019.09,3635.558,6
2019.12,3139.026,6
2020.03,2963.378,6
2020.06,3273.143,6
2020.09,3756.528,6
2020.12,3287.998,6
2021.03,3979.464,6
2021.06,5148.809,6
2021.09,4046.695,6
2021.12,3090.461,6
2022.03,3876.671,6
2022.06,4563.766,6
2022.09,3488.021,6
2022.12,3207.461,6
2023.03,3854.058,6
2023.06,3619.716,6
2023.09,4304.837,6
2023.12,4207.164,6
2016.06,9403.937,6
2016.09,9709.858,6
2016.12,9863.187,6
2017.03,9537.984,6
2017.06,10737.198,6
2017.09,10720.522,6
2017.12,11186.48,6
2018.03,9979.557,6
2018.06,11672.458,6
2018.09,11767.941,6
2018.12,11985.982,6
2019.03,11111.972,6
2019.06,12246.463,6
2019.09,12705.294,6
2019.12,12922.987,6
2020.03,11900.877,6
2020.06,9821.176,6
2020.09,13369.651,6
2020.12,13678.773,6
2021.03,13018.089,6
2021.06,14623.585,6
2021.09,13550.81,6
2021.12,15820.685,6
2022.03,15303.232,6
2022.06,16875.039,6
2022.09,17339.431,6
2022.12,17929.946,6
2023.03,15691.254,6
2023.06,18151.611,6
2023.09,18183.406,6
2023.12,17655.509,6
2016.06,9403.937,6
2016.09,9709.858,6
2016.12,9863.187,6
2017.03,9537.984,6
2017.06,10737.198,6
2017.09,10720.522,6
2017.12,11186.48,6
2018.03,9979.557,6
2018.06,11672.458,6
2018.09,11767.941,6
2018.12,11985.982,6
2019.03,11111.972,6
2019.06,12246.463,6
2019.09,12705.294,6
2019.12,12922.987,6
2020.03,11900.877,6
2020.06,9821.176,6
2020.09,13369.651,6
2020.12,13678.773,6
2021.03,13018.089,6
2021.06,14623.585,6
2021.09,13550.81,6
2021.12,15820.685,6
2022.03,15303.232,6
2022.06,16875.039,6
2022.09,17339.431,6
2022.12,17929.946,6
2023.03,15691.254,6
2023.06,18151.611,6
2023.09,18183.406,6
2023.12,17655.509,6
2016.06,19440.994,6
2016.09,20095.844,6
2016.12,21698.616,6
2017.03,19618.605,6
2017.06,20722.406,6
2017.09,21584.24,6
2017.12,23827.694,6
2018.03,21159.823,6
2018.06,22319.235,6
2018.09,23442.998,6
2018.12,25174.883,6
2019.03,22190.224,6
2019.06,22901.372,6
2019.09,24002.3,6
2019.12,25424.584,6
2020.03,22173.957,6
2020.06,20302.188,6
2020.09,24335.52,6
2020.12,25350.286,6
2021.03,23809.401,6
2021.06,25409.23,6
2021.09,27534.099,6
2021.12,30217.156,6
2022.03,27638.257,6
2022.06,30975.504,6
2022.09,34267.969,6
2022.12,36114.422,6
2023.03,31812.12,6
2023.06,31526.491,6
2023.09,32980.905,6
2023.12,34822.305,6
2016.06,19440.994,6
2016.09,20095.844,6
2016.12,21698.616,6
2017.03,19618.605,6
2017.06,20722.406,6
2017.09,21584.24,6
2017.12,23827.694,6
2018.03,21159.823,6
2018.06,22319.235,6
2018.09,23442.998,6
2018.12,25174.883,6
2019.03,22190.224,6
2019.06,22901.372,6
2019.09,24002.3,6
2019.12,25424.584,6
2020.03,22173.957,6
2020.06,20302.188,6
2020.09,24335.52,6
2020.12,25350.286,6
2021.03,23809.401,6
2021.06,25409.23,6
2021.09,27534.099,6
2021.12,30217.156,6
2022.03,27638.257,6
2022.06,30975.504,6
2022.09,34267.969,6
2022.12,36114.422,6
2023.03,31812.12,6
2023.06,31526.491,6
2023.09,32980.905,6
2023.12,34822.305,6
2017.09,15519.691,6
2017.12,17618.17,6
2018.03,15950.345,6
2018.06,16094.094,6
2018.09,16219.542,6
2018.12,18043.145,6
2019.03,16308.572,6
2019.06,16507.237,6
2019.09,16709.23,6
2019.12,18657.007,6
2020.03,16997.676,6
2020.06,14402.747,6
2020.09,17751.9,6
2020.12,19618.947,6
2021.03,18187.477,6
2021.06,18945.905,6
2021.09,18399.083,6
2021.12,21879.04,6
2022.03,20284.472,6
2022.06,19974.869,6
2022.09,20342.236,6
2022.12,22549.409,6
2023.03,20475.85,6
2023.06,20363.504,6
2023.09,20347.037,6
2023.12,22289.551,6
2017.09,2288.75,6
2017.12,2433.972,6
2018.03,2390.095,6
2018.06,2393.856,6
2018.09,2333.112,6
2018.12,2595.18,6
2019.03,2486.149,6
2019.06,2459.955,6
2019.09,2496.385,6
2019.12,2761.699,6
2020.03,2505.243,6
2020.06,1607.309,6
2020.09,2286.653,6
2020.12,2586.809,6
2021.03,2446.739,6
2021.06,2639.743,6
2021.09,2266.58,6
2021.12,2500.112,6
2022.03,2447.059,6
2022.06,2666.863,6
2022.09,2979.189,6
2022.12,3131.954,6
2023.03,3053.666,6
2023.06,3073.853,6
2023.09,3123.958,6
2023.12,3294.944,6
2017.09,17808.441,6
2017.12,20052.142,6
2018.03,18340.44,6
2018.06,18487.95,6
2018.09,18552.654,6
2018.12,20638.325,6
2019.03,18794.721,6
2019.06,18967.192,6
2019.09,19205.615,6
2019.12,21418.706,6
2020.03,19502.919,6
2020.06,16010.056,6
2020.09,20038.554,6
2020.12,22205.756,6
2021.03,20634.216,6
2021.06,21585.648,6
2021.09,20665.662,6
2021.12,24379.152,6
2022.03,22731.531,6
2022.06,22641.732,6
2022.09,23321.425,6
2022.12,25681.364,6
2023.03,23529.516,6
2023.06,23437.357,6
2023.09,23470.995,6
2023.12,25584.495,6
2016.06,4063.49,6
2016.09,4136.036,6
2016.12,4303.676,6
2017.03,4265.642,6
2017.06,4374.925,6
2017.09,4414.748,6
2017.12,4670.753,6
2018.03,4554.501,6
2018.06,4657.224,6
2018.09,4724.032,6
2018.12,4962.357,6
2019.03,4731.799,6
2019.06,4861.404,6
2019.09,4844.531,6
2019.12,5110.669,6
2020.03,4917.014,6
2020.06,3368.629,6
2020.09,3840.413,6
2020.12,4131.547,6
2021.03,4101.554,6
2021.06,4559.581,6
2021.09,4527.678,6
2021.12,5018.969,6
2022.03,4930.616,6
2022.06,5748.233,6
2022.09,6381.796,6
2022.12,6439.375,6
2023.03,6080.105,6
2023.06,6175.028,6
2023.09,6220.583,6
2023.12,6495.25,6
2016.06,4063.49,6
2016.09,4136.036,6
2016.12,4303.676,6
2017.03,4265.642,6
2017.06,4374.925,6
2017.09,4414.748,6
2017.12,4670.753,6
2018.03,4554.501,6
2018.06,4657.224,6
2018.09,4724.032,6
2018.12,4962.357,6
2019.03,4731.799,6
2019.06,4861.404,6
2019.09,4844.531,6
2019.12,5110.669,6
2020.03,4917.014,6
2020.06,3368.629,6
2020.09,3840.413,6
2020.12,4131.547,6
2021.03,4101.554,6
2021.06,4559.581,6
2021.09,4527.678,6
2021.12,5018.969,6
2022.03,4930.616,6
2022.06,5748.233,6
2022.09,6381.796,6
2022.12,6439.375,6
2023.03,6080.105,6
2023.06,6175.028,6
2023.09,6220.583,6
2023.12,6495.25,6
2016.06,1970.738,6
2016.09,2206.073,6
2016.12,2125.183,6
2017.03,2005.618,6
2017.06,2130.263,6
2017.09,2249.979,6
2017.12,2102.66,6
2018.03,2006.725,6
2018.06,2035.142,6
2018.09,2129.167,6
2018.12,2232.89,6
2019.03,2129.856,6
2019.06,2300.842,6
2019.09,2321.751,6
2019.12,2423.456,6
2020.03,2125.17,6
2020.06,1851.64,6
2020.09,2180.023,6
2020.12,2362.876,6
2021.03,2202.698,6
2021.06,2290.544,6
2021.09,2417.397,6
2021.12,2731.315,6
2022.03,2414.98,6
2022.06,2527.329,6
2022.09,2718.618,6
2022.12,2882.183,6
2023.03,2709.429,6
2023.06,2787.094,6
2023.09,2916.883,6
2023.12,2888.057,6
2016.06,1970.738,6
2016.09,2206.073,6
2016.12,2125.183,6
2017.03,2005.618,6
2017.06,2130.263,6
2017.09,2249.979,6
2017.12,2102.66,6
2018.03,2006.725,6
2018.06,2035.142,6
2018.09,2129.167,6
2018.12,2232.89,6
2019.03,2129.856,6
2019.06,2300.842,6
2019.09,2321.751,6
2019.12,2423.456,6
2020.03,2125.17,6
2020.06,1851.64,6
2020.09,2180.023,6
2020.12,2362.876,6
2021.03,2202.698,6
2021.06,2290.544,6
2021.09,2417.397,6
2021.12,2731.315,6
2022.03,2414.98,6
2022.06,2527.329,6
2022.09,2718.618,6
2022.12,2882.183,6
2023.03,2709.429,6
2023.06,2787.094,6
2023.09,2916.883,6
2023.12,2888.057,6
2016.06,3666.144,6
2016.09,3753.868,6
2016.12,3883.048,6
2017.03,3609.321,6
2017.06,3755.61,6
2017.09,3853.619,6
2017.12,4244.373,6
2018.03,3919.556,6
2018.06,4239.028,6
2018.09,4336.773,6
2018.12,4788.088,6
2019.03,4337.574,6
2019.06,4499.564,6
2019.09,4624.867,6
2019.12,5075.438,6
2020.03,4279.018,6
2020.06,3501.964,6
2020.09,4316.113,6
2020.12,4880.191,6
2021.03,4666.301,6
2021.06,5017.399,6
2021.09,4937.825,6
2021.12,5523.098,6
2022.03,4893.7,6
2022.06,5300.058,6
2022.09,5320.782,6
2022.12,5417.713,6
2023.03,4885.192,6
2023.06,5276.446,6
2023.09,5239.514,6
2023.12,5421.481,6
2016.06,3666.144,6
2016.09,3753.868,6
2016.12,3883.048,6
2017.03,3609.321,6
2017.06,3755.61,6
2017.09,3853.619,6
2017.12,4244.373,6
2018.03,3919.556,6
2018.06,4239.028,6
2018.09,4336.773,6
2018.12,4788.088,6
2019.03,4337.574,6
2019.06,4499.564,6
2019.09,4624.867,6
2019.12,5075.438,6
2020.03,4279.018,6
2020.06,3501.964,6
2020.09,4316.113,6
2020.12,4880.191,6
2021.03,4666.301,6
2021.06,5017.399,6
2021.09,4937.825,6
2021.12,5523.098,6
2022.03,4893.7,6
2022.06,5300.058,6
2022.09,5320.782,6
2022.12,5417.713,6
2023.03,4885.192,6
2023.06,5276.446,6
2023.09,5239.514,6
2023.12,5421.481,6
2016.06,4021.339,6
2016.09,3942.364,6
2016.12,4048.225,6
2017.03,3863.504,6
2017.06,4297.593,6
2017.09,4290.188,6
2017.12,4479.352,6
2018.03,4157.549,6
2018.06,4740.408,6
2018.09,4740.973,6
2018.12,5049.7,6
2019.03,4634.699,6
2019.06,5191.417,6
2019.09,5138.297,6
2019.12,5338.202,6
2020.03,4736.102,6
2020.06,4372.731,6
2020.09,5085.325,6
2020.12,5273.212,6
2021.03,4852.331,6
2021.06,5827.492,6
2021.09,5631.932,6
2021.12,6088.644,6
2022.03,5546.301,6
2022.06,6260.75,6
2022.09,6578.61,6
2022.12,6786.025,6
2023.03,6073.846,6
2023.06,6773.675,6
2023.09,6862.927,6
2023.12,6820.53,6
2016.06,2052.551,6
2016.09,2021.719,6
2016.12,1981.094,6
2017.03,1840.911,6
2017.06,2244.945,6
2017.09,2205.213,6
2017.12,2280.958,6
2018.03,2171.203,6
2018.06,2677.136,6
2018.09,2302.323,6
2018.12,2400.784,6
2019.03,2210.944,6
2019.06,2388.433,6
2019.09,2397.567,6
2019.12,2445.759,6
2020.03,2164.4,6
2020.06,2122.386,6
2020.09,2140.2,6
2020.12,1994.778,6
2021.03,1822.044,6
2021.06,2576.261,6
2021.09,2451.26,6
2021.12,2221.696,6
2022.03,1921.087,6
2022.06,2745.071,6
2022.09,2811.428,6
2022.12,2729.428,6
2023.03,2502.522,6
2023.06,2922.714,6
2023.09,2922.127,6
2023.12,2693.05,6
2016.06,6073.89,6
2016.09,5964.083,6
2016.12,6029.319,6
2017.03,5704.415,6
2017.06,6542.538,6
2017.09,6495.401,6
2017.12,6760.31,6
2018.03,6328.752,6
2018.06,7417.544,6
2018.09,7043.296,6
2018.12,7450.484,6
2019.03,6845.643,6
2019.06,7579.85,6
2019.09,7535.864,6
2019.12,7783.961,6
2020.03,6900.502,6
2020.06,6495.117,6
2020.09,7225.524,6
2020.12,7267.99,6
2021.03,6674.375,6
2021.06,8403.753,6
2021.09,8083.192,6
2021.12,8310.34,6
2022.03,7467.388,6
2022.06,9005.821,6
2022.09,9390.038,6
2022.12,9515.452,6
2023.03,8576.368,6
2023.06,9696.388,6
2023.09,9785.054,6
2023.12,9513.579,6
2016.06,263.075,6
2016.09,257.967,6
2016.12,269.813,6
2017.03,252.415,6
2017.06,273.018,6
2017.09,281.884,6
2017.12,275.156,6
2018.03,257.718,6
2018.06,273.013,6
2018.09,292.676,6
2018.12,284.101,6
2019.03,262.626,6
2019.06,279.077,6
2019.09,325.261,6
2019.12,322.311,6
2020.03,293.901,6
2020.06,231.894,6
2020.09,287.145,6
2020.12,309.002,6
2021.03,276.116,6
2021.06,285.814,6
2021.09,274.296,6
2021.12,288.306,6
2022.03,276.222,6
2022.06,324.06,6
2022.09,334.734,6
2022.12,341.01,6
2023.03,314.982,6
2023.06,366.556,6
2023.09,351.378,6
2023.12,381.463,6
2016.06,263.075,6
2016.09,257.967,6
2016.12,269.813,6
2017.03,252.415,6
2017.06,273.018,6
2017.09,281.884,6
2017.12,275.156,6
2018.03,257.718,6
2018.06,273.013,6
2018.09,292.676,6
2018.12,284.101,6
2019.03,262.626,6
2019.06,279.077,6
2019.09,325.261,6
2019.12,322.311,6
2020.03,293.901,6
2020.06,231.894,6
2020.09,287.145,6
2020.12,309.002,6
2021.03,276.116,6
2021.06,285.814,6
2021.09,274.296,6
2021.12,288.306,6
2022.03,276.222,6
2022.06,324.06,6
2022.09,334.734,6
2022.12,341.01,6
2023.03,314.982,6
2023.06,366.556,6
2023.09,351.378,6
2023.12,381.463,6
2016.06,1468.732,6
2016.09,1495.453,6
2016.12,1406.741,6
2017.03,1416.155,6
2017.06,1515.218,6
2017.09,1538.883,6
2017.12,1539.485,6
2018.03,1482.096,6
2018.06,1669.13,6
2018.09,1687.126,6
2018.12,1577.766,6
2019.03,1557.697,6
2019.06,1741.591,6
2019.09,1758.76,6
2019.12,1796.746,6
2020.03,1761.188,6
2020.06,1705.672,6
2020.09,2015.292,6
2020.12,2022.907,6
2021.03,1889.15,6
2021.06,2126.942,6
2021.09,2110.467,6
2021.12,2148.434,6
2022.03,2068.205,6
2022.06,2372.666,6
2022.09,2447.896,6
2022.12,2373.845,6
2023.03,2242.18,6
2023.06,2481.656,6
2023.09,2514.009,6
2023.12,2575.889,6
2016.06,1468.732,6
2016.09,1495.453,6
2016.12,1406.741,6
2017.03,1416.155,6
2017.06,1515.218,6
2017.09,1538.883,6
2017.12,1539.485,6
2018.03,1482.096,6
2018.06,1669.13,6
2018.09,1687.126,6
2018.12,1577.766,6
2019.03,1557.697,6
2019.06,1741.591,6
2019.09,1758.76,6
2019.12,1796.746,6
2020.03,1761.188,6
2020.06,1705.672,6
2020.09,2015.292,6
2020.12,2022.907,6
2021.03,1889.15,6
2021.06,2126.942,6
2021.09,2110.467,6
2021.12,2148.434,6
2022.03,2068.205,6
2022.06,2372.666,6
2022.09,2447.896,6
2022.12,2373.845,6
2023.03,2242.18,6
2023.06,2481.656,6
2023.09,2514.009,6
2023.12,2575.889,6
2016.06,571.562,6
2016.09,573.242,6
2016.12,623.546,6
2017.03,575.078,6
2017.06,607.575,6
2017.09,586.347,6
2017.12,603.444,6
2018.03,621.422,6
2018.06,649.2,6
2018.09,652.041,6
2018.12,709.224,6
2019.03,674.433,6
2019.06,682.74,6
2019.09,675.864,6
2019.12,744.659,6
2020.03,696,6
2020.06,427.642,6
2020.09,602.856,6
2020.12,699.474,6
2021.03,652.224,6
2021.06,730.902,6
2021.09,650.6,6
2021.12,605.37,6
2022.03,581.824,6
2022.06,666.007,6
2022.09,749.718,6
2022.12,802.141,6
2023.03,758.744,6
2023.06,786.585,6
2023.09,862.3,6
2023.12,819.482,6
2016.06,1384.423,6
2016.09,1402.993,6
2016.12,1462.745,6
2017.03,1362.83,6
2017.06,1449.193,6
2017.09,1558.657,6
2017.12,1519.367,6
2018.03,1437.247,6
2018.06,1554.656,6
2018.09,1616.389,6
2018.12,1619.946,6
2019.03,1531.721,6
2019.06,1637.857,6
2019.09,1742.6,6
2019.12,1728.472,6
2020.03,1563.468,6
2020.06,1309.058,6
2020.09,1728.879,6
2020.12,1724.505,6
2021.03,1653.04,6
2021.06,1834.033,6
2021.09,1782.289,6
2021.12,1865.567,6
2022.03,1815.403,6
2022.06,1978.559,6
2022.09,2110.608,6
2022.12,2116.34,6
2023.03,1962.861,6
2023.06,2153.351,6
2023.09,2192.23,6
2023.12,2212.299,6
2016.06,1955.985,6
2016.09,1976.235,6
2016.12,2086.291,6
2017.03,1937.908,6
2017.06,2056.768,6
2017.09,2145.004,6
2017.12,2122.811,6
2018.03,2058.669,6
2018.06,2203.856,6
2018.09,2268.43,6
2018.12,2329.17,6
2019.03,2206.154,6
2019.06,2320.597,6
2019.09,2418.464,6
2019.12,2473.131,6
2020.03,2259.468,6
2020.06,1736.7,6
2020.09,2331.735,6
2020.12,2423.979,6
2021.03,2305.264,6
2021.06,2564.935,6
2021.09,2432.889,6
2021.12,2470.937,6
